Accession 	Parent Location 	Collected Location 	Method 	Order	Gene attempts	28S attempt	COI attempt	LCA order, if available	Combined order
NZAC03010741	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03010742	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03010743	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	(Onychophora)	(Onychophora)
NZAC03010744	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03010745	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03010746	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03010747	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03010748	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03010749	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03010750	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03010751	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03010752	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Isopoda	Both	28S	COI		Isopoda
NZAC03010753	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Lepidoptera	Both	28S	COI		Lepidoptera
NZAC03010754	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Arachnida	Both	28S	COI		Arachnida
NZAC03010755	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03010756	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010757	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03010758	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03010759	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03010760	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010761	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03010762	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03010763	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03010764	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Lepidoptera	Both	28S	COI		Lepidoptera
NZAC03010765	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03010766	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03010767	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03010768	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03010769	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI		Orthoptera
NZAC03010770	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03010771	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03010772	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03010773	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03010774	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03010775	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03010776	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03010780	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010781	Plot 6 	Subplot A 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03010786	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010787	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Arthropoda	Both	28S	COI	Archaeognatha	Archaeognatha
NZAC03010791	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI		Araneae
NZAC03010792	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03010794	Plot 6 	Subplot A 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03010795	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010796	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03010797	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Opiliones	Both	28S	COI	Opiliones	Opiliones
NZAC03010798	Plot 6 	Subplot A 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03010805	Plot 6 	Subplot A 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03010806	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Hemiptera	Both	28S	COI		Hemiptera
NZAC03010808	Plot 6 	Subplot A 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03010809	Plot 6 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010810	Plot 6 	Subplot A 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03010811	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010812	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Hemiptera	Both	28S	COI		Hemiptera
NZAC03010813	Plot 6 	Subplot E 	Invertebrate Pitfall Trap 	Geophilomorpha	Both	28S	COI		Geophilomorpha
NZAC03010815	Plot 6 	Subplot A 	Invertebrate Pitfall Trap 	Insecta	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03010816	Plot 6 	Subplot A 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03010817	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03010818	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03010819	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03010820	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03010821	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03010822	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI		Hymenoptera
NZAC03010823	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010824	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI		Hymenoptera
NZAC03010825	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI		Diptera
NZAC03010827	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010828	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI		Diptera
NZAC03010829	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03010830	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03010831	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03010832	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03010834	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03010835	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03010836	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03010840	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03010841	Plot 2 	Subplot D 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI		Hymenoptera
NZAC03010842	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03010843	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03010846	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03010847	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03010848	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03010849	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03010850	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI		Diptera
NZAC03010851	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03010852	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03010853	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03010854	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03010855	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03010856	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010857	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03010858	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03010860	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Hemiptera	Hemiptera
NZAC03010868	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Insecta	Both	28S	COI	Hemiptera	Hemiptera
NZAC03010869	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Pseudoscorpiones	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
NZAC03010870	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03010871	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03010872	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI		Hymenoptera
NZAC03010875	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI		Empty vial
NZAC03010877	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI		Hymenoptera
NZAC03010878	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI		Diptera
NZAC03010879	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Opiliones	Both	28S	COI	Opiliones	Opiliones
NZAC03010881	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Arachnida	Both	28S	COI	Opiliones	Opiliones
NZAC03010883	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03010886	Plot 1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010889	Plot 1 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03010890	Plot 1 	Subplot M 	Invertebrate Pitfall Trap 	Lepidoptera	Both	28S	COI		Lepidoptera
NZAC03010891	Plot 1 	Subplot M 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03010892	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Lithobiomorpha	Both	28S	COI		Lithobiomorpha
NZAC03010893	Plot 1 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI		Hymenoptera
NZAC03010894	Plot 1 	Subplot M 	Invertebrate Pitfall Trap 	Insecta	Both	28S	COI	Hemiptera	Hemiptera
NZAC03010895	Plot 1 	Subplot M 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI		Araneae
NZAC03010896	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03010897	Plot 1 	Subplot M 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Polydesmida	Polydesmida
NZAC03010898	Plot 1 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010899	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI		Araneae
NZAC03010900	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010901	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010902	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI		Araneae
NZAC03010903	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Arthropoda	Both	28S	COI	Archaeognatha	Archaeognatha
NZAC03010904	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03010905	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03010906	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Isopoda	Both	28S	COI		Isopoda
NZAC03010907	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03010908	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03010909	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03010910	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03010911	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010912	Plot 1 	Subplot M 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03010913	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03010914	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03010915	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03010916	Plot 1 	Subplot D 	Invertebrate Pitfall Trap 	Opiliones	Both	28S	COI	Opiliones	Opiliones
NZAC03010918	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03010919	Plot 6 	Subplot N 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03010922	Plot 6 	Subplot N 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03010925	Plot 6 	Subplot N 	Leaf Litter Collection 	Diplopoda	Both	28S	COI		Diplopoda
NZAC03010926	Plot 6 	Subplot N 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03010930	Plot 6 	Subplot N 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03010934	Plot 6 	Subplot N 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03010935	Plot 6 	Subplot N 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03010936	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010940	Plot 6 	Subplot N 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03010948	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03010953	Plot 6 	Subplot N 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03010955	Plot 6 	Subplot N 	Leaf Litter Collection 	Diptera	28S only	28S			Diptera
NZAC03010961	Plot 6 	Subplot N 	Leaf Litter Collection 	Arachnida	Both	28S	COI		Arachnida
NZAC03010963	Plot 6 	Subplot N 	Leaf Litter Collection 	Geophilomorpha	Both	28S	COI	Geophilomorpha	Geophilomorpha
NZAC03010964	Plot 6 	Subplot N 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03010968	Plot 6 	Subplot N 	Leaf Litter Collection 	Diptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03010974	CM30c30 	Subplot L 	Leaf Litter Collection 	Empty vial	Both	28S	COI	Amphipoda	Amphipoda
NZAC03010980	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010984	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03010988	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010991	CM30c30 	Subplot L 	Leaf Litter Collection 	Diplopoda	Both	28S	COI		Diplopoda
NZAC03010996	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011017	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03011027	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03011033	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011035	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011040	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03011049	CM30c30 	Subplot L 	Leaf Litter Collection 	Empty vial	Both	28S	COI		Empty vial
NZAC03011054	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03011059	Plot 6 	Subplot N 	Leaf Litter Collection 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03011060	Plot 8 	Subplot O 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03011062	Plot 2 	Subplot C 	Leaf Litter Collection 	Insecta	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011067	Plot 8 	Subplot O 	Leaf Litter Collection 	Insecta	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011072	Plot 2 	Subplot C 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03011075	Plot 2 	Subplot C 	Leaf Litter Collection 	Psocoptera	Both	28S	COI		Psocoptera
NZAC03011079	Plot 8 	Subplot O 	Leaf Litter Collection 	Gastropoda	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03011082	Plot 2 	Subplot C 	Leaf Litter Collection 	Pseudoscorpiones	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
NZAC03011083	Plot 2 	Subplot C 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03011084	Plot 2 	Subplot C 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI		Lepidoptera
NZAC03011087	CM30c30 	Subplot L 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03011088	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03011089	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011092	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03011095	CM30c30 	Subplot L 	Leaf Litter Collection 	Isopoda	Both	28S	COI		Isopoda
NZAC03011101	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03011103	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03011104	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011106	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011109	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03011110	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03011111	CM30c30 	Subplot L 	Leaf Litter Collection 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03011113	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011114	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03011120	Plot 2 	Subplot C 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011123	Plot 8 	Subplot O 	Leaf Litter Collection 	Insecta	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011128	Plot 2 	Subplot C 	Leaf Litter Collection 	Insecta	Both	28S	COI	(Endopterygota)	(Endopterygota)
NZAC03011135	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Both	28S	COI		Diptera
NZAC03011139	Plot 2 	Subplot C 	Leaf Litter Collection 	Empty vial	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011143	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011146	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011148	CM30c30 	Subplot L 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03011149	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011153	CM30c30 	Subplot L 	Leaf Litter Collection 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03011154	CM30c30 	Subplot L 	Leaf Litter Collection 	Lithobiomorpha	Both	28S	COI	Lithobiomorpha	Lithobiomorpha
NZAC03011156	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011158	CM30c30 	Subplot L 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03011160	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011162	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011167	CM30c30 	Subplot L 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03011168	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03011169	Plot 2 	Subplot C 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	(Diplopoda)	(Diplopoda)
NZAC03011170	Plot 2 	Subplot C 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011171	Plot 2 	Subplot C 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03011172	Plot 2 	Subplot C 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03011173	Plot 2 	Subplot C 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03011174	Plot 2 	Subplot C 	Leaf Litter Collection 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03011175	Plot 2 	Subplot C 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03011176	Plot 2 	Subplot C 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03011178	Plot 2 	Subplot C 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03011179	Plot 2 	Subplot C 	Leaf Litter Collection 	Psocoptera	Both	28S	COI	Psocoptera	Psocoptera
NZAC03011180	Plot 2 	Subplot C 	Leaf Litter Collection 	Pseudoscorpiones	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
NZAC03011181	Plot 2 	Subplot C 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03011182	Plot 2 	Subplot C 	Leaf Litter Collection 	Pseudoscorpiones	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
