Accession 	Gene	Parent Location 	Collected Location 	Method 	Order	LCA order (if available)	Combined order
NZAC03011485	COI	Plot 4 	Subplot P 	Invertebrate Pitfall Trap 	Hemiptera	Hemiptera	Hemiptera
NZAC03011538	COI	Plot 5 	Subplot B 	Invertebrate Pitfall Trap 	Orthoptera	Orthoptera	Orthoptera
NZAC03011570	COI	Plot 4 	Subplot P 	Invertebrate Pitfall Trap 	Empty vial	0	Empty vial
NZAC03011571	COI	Plot 4 	Subplot P 	Invertebrate Pitfall Trap 	Hymenoptera	Hymenoptera	Hymenoptera
NZAC03011581	COI	Plot 3 	Subplot E 	Invertebrate Pitfall Trap 	Empty vial	Hemiptera	Hemiptera
NZAC03011593	COI	Plot 4 	Subplot P 	Invertebrate Pitfall Trap 	Coleoptera	0	Coleoptera
NZAC03011621	COI	Plot 4 	Subplot P 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03011652	COI	Plot 4 	Subplot P 	Invertebrate Pitfall Trap 	Diptera	0	Diptera
NZAC03011664	COI	Plot 3 	Subplot E 	Invertebrate Pitfall Trap 	Empty vial	Hemiptera	Hemiptera
NZAC03011679	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Lithobiomorpha	0	Lithobiomorpha
NZAC03011708	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Empty vial	Lepidoptera	Lepidoptera
NZAC03011713	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Diplopoda	0	(Diplopoda)
NZAC03011724	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Araneae	Araneae	Araneae
NZAC03011727	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Lepidoptera	Lepidoptera	Lepidoptera
NZAC03011762	COI	Plot 5 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03011766	COI	Plot 5 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03011767	COI	Plot 5 	Subplot E 	Invertebrate Pitfall Trap 	Empty vial	Lepidoptera	Lepidoptera
NZAC03011791	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Isopoda	0	Isopoda
NZAC03011809	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03011813	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Empty vial	(Gastropoda)	(Gastropoda)
NZAC03011816	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Empty vial	Polydesmida	Polydesmida
NZAC03011819	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Araneae	Araneae	Araneae
NZAC03011820	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03011821	COI	Plot 5 	Subplot E 	Invertebrate Pitfall Trap 	Hymenoptera	Hymenoptera	Hymenoptera
NZAC03011822	COI	Plot 5 	Subplot E 	Invertebrate Pitfall Trap 	Hymenoptera	0	Hymenoptera
NZAC03011823	COI	Plot 5 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03011824	COI	Plot 5 	Subplot B 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03011829	COI	Plot 5 	Subplot E 	Invertebrate Pitfall Trap 	Hymenoptera	Hymenoptera	Hymenoptera
NZAC03011833	COI	Plot 5 	Subplot E 	Invertebrate Pitfall Trap 	Araneae	Araneae	Araneae
NZAC03011834	COI	Plot 5 	Subplot E 	Invertebrate Pitfall Trap 	Orthoptera	Orthoptera	Orthoptera
NZAC03011836	COI	Plot 5 	Subplot B 	Invertebrate Pitfall Trap 	Coleoptera	0	Coleoptera
NZAC03011837	COI	Plot 5 	Subplot E 	Invertebrate Pitfall Trap 	Araneae	Araneae	Araneae
NZAC03011838	COI	Plot 5 	Subplot E 	Invertebrate Pitfall Trap 	Lithobiomorpha	Lithobiomorpha	Lithobiomorpha
NZAC03011842	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	0	Araneae	Araneae
NZAC03011849	COI	Plot 5 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03011850	COI	Plot 5 	Subplot E 	Invertebrate Pitfall Trap 	Hymenoptera	Hymenoptera	Hymenoptera
NZAC03011853	COI	Plot 5 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03011856	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Empty vial	Lepidoptera	Lepidoptera
NZAC03011859	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Empty vial	(Gastropoda)	(Gastropoda)
NZAC03011861	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03011863	COI	Plot 5 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03011894	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03011897	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Diplopoda	Polydesmida	Polydesmida
NZAC03011898	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03011908	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03011909	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03011911	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Geophilomorpha	Geophilomorpha	Geophilomorpha
NZAC03011912	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03011913	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03011918	COI	Plot 5 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03011919	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Empty vial	Lepidoptera	Lepidoptera
NZAC03011924	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Hemiptera	Hemiptera	Hemiptera
NZAC03011928	COI	Plot 8 	Subplot O 	Leaf Litter Collection 	Diplopoda	0	(Diplopoda)
NZAC03011936	COI	Plot 5 	Subplot I 	Leaf Litter Collection 	Diplopoda	Polydesmida	Polydesmida
NZAC03011949	COI	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Polydesmida	Polydesmida
NZAC03011964	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Diplopoda	0	(Diplopoda)
NZAC03011998	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Polydesmida	Polydesmida
NZAC03012002	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Polydesmida	Polydesmida
NZAC03012018	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	(Myriapoda)	0	(Myriapoda)
NZAC03012038	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Polydesmida	Polydesmida
NZAC03012040	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Isopoda	0	Isopoda
NZAC03012052	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Amphipoda	0	Amphipoda
NZAC03012055	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	(Myriapoda)	0	(Myriapoda)
NZAC03012065	COI	Plot 6 	Subplot N 	Leaf Litter Collection 	Isopoda	Isopoda	Isopoda
NZAC03012068	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Diplopoda	Polydesmida	Polydesmida
NZAC03012080	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Polydesmida	Polydesmida
NZAC03012081	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03012094	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Polydesmida	Polydesmida
NZAC03012109	COI	Plot 6 	Subplot N 	Leaf Litter Collection 	Isopoda	Isopoda	Isopoda
NZAC03012135	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Hemiptera	Hemiptera	Hemiptera
NZAC03012136	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Diplopoda	Polydesmida	Polydesmida
NZAC03012155	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Polydesmida	Polydesmida
NZAC03012162	COI	Plot 6 	Subplot I 	Leaf Litter Collection 	Myriapoda	Polydesmida	Polydesmida
NZAC03012177	COI	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012181	COI	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03012192	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Insecta	Hemiptera	Hemiptera
NZAC03012201	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Empty vial	(Diplura)	(Diplura)
NZAC03012202	COI	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012219	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Thysanoptera	0	Thysanoptera
NZAC03012233	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	0	Amphipoda
NZAC03012252	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Hemiptera	0	Hemiptera
NZAC03012262	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	0	Amphipoda
NZAC03012264	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	0	Amphipoda
NZAC03012268	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	0	Amphipoda
NZAC03012269	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Hemiptera	Hemiptera	Hemiptera
NZAC03012281	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012300	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	Isopoda	Isopoda
NZAC03012306	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	0	Isopoda
NZAC03012308	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	0	Amphipoda
NZAC03012320	COI	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03012339	COI	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012350	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Hemiptera	0	Hemiptera
NZAC03012363	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	Isopoda	Isopoda
NZAC03012372	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Diplura	(Diplura)	(Diplura)
NZAC03012381	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Siphonaptera	Siphonaptera	Siphonaptera
NZAC03012387	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Hemiptera	Hemiptera	Hemiptera
NZAC03012390	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	0	Amphipoda
NZAC03012391	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	Isopoda	Isopoda
NZAC03012395	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	Isopoda	Isopoda
NZAC03012407	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	0	Amphipoda
NZAC03012410	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	0	Amphipoda
NZAC03012418	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Amphipoda	0	Amphipoda
NZAC03012421	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	Isopoda	Isopoda
NZAC03012427	COI	Plot 4 	Subplot A 	Leaf Litter Collection 	Isopoda	Isopoda	Isopoda
NZAC03012442	COI	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Polydesmida	Polydesmida
NZAC03012446	COI	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Polydesmida	Polydesmida
NZAC03012458	COI	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Polydesmida	Polydesmida
NZAC03012466	COI	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Polydesmida	Polydesmida
NZAC03012476	COI	Plot 8 	Subplot O 	Leaf Litter Collection 	Diplopoda	0	(Diplopoda)
NZAC03012525	COI	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Polydesmida	Polydesmida
NZAC03012541	COI	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Polydesmida	Polydesmida
NZAC03012544	COI	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Hemiptera	Hemiptera
NZAC03012581	COI	Plot 5 	Subplot I 	Leaf Litter Collection 	0	0	0
NZAC03012680	COI	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03012701	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Symphyla	0	Symphyla
NZAC03012708	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Pseudoscorpiones	Pseudoscorpiones	Pseudoscorpiones
NZAC03012710	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Pseudoscorpiones	Pseudoscorpiones	Pseudoscorpiones
NZAC03012712	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03012713	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012715	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Diplopoda	Polydesmida	Polydesmida
NZAC03012718	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Lithobiomorpha	Lithobiomorpha	Lithobiomorpha
NZAC03012720	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012721	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Lithobiomorpha	Lithobiomorpha	Lithobiomorpha
NZAC03012731	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Diplopoda	Polydesmida	Polydesmida
NZAC03012739	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Diplopoda	0	(Diplopoda)
NZAC03012752	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012755	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Diplopoda	0	(Diplopoda)
NZAC03012756	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Empty vial	Lepidoptera	Lepidoptera
NZAC03012758	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03012761	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012762	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Diplopoda	0	(Diplopoda)
NZAC03012780	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Arthropoda	Hemiptera	Hemiptera
NZAC03012784	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Pseudoscorpiones	Pseudoscorpiones	Pseudoscorpiones
NZAC03012790	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Diplopoda	0	(Diplopoda)
NZAC03012799	COI	Plot 5 	Subplot I 	Leaf Litter Collection 	0	0	0
NZAC03012814	COI	Plot 5 	Subplot I 	Leaf Litter Collection 	Diplopoda	Polydesmida	Polydesmida
NZAC03012819	COI	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03012820	COI	Plot 5 	Subplot I 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03012841	COI	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Polydesmida	Polydesmida
NZAC03012853	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Empty vial	Symphyla	Symphyla
NZAC03012868	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Hemiptera	Hemiptera	Hemiptera
NZAC03012910	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Hemiptera	Hemiptera	Hemiptera
NZAC03012930	COI	Plot 3 	Subplot N 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012932	COI	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Polydesmida	Polydesmida
NZAC03012966	COI	Plot 6 	Subplot N 	Leaf Litter Collection 	Isopoda	Isopoda	Isopoda
NZAC03012991	COI	Plot 2 	Subplot C 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013002	COI	Plot 8 	Subplot O 	Leaf Litter Collection 	Hemiptera	Hemiptera	Hemiptera
NZAC03013005	COI	Plot 2 	Subplot C 	Leaf Litter Collection 	Araneae	0	Araneae
NZAC03013008	COI	Plot 2 	Subplot C 	Leaf Litter Collection 	Lepidoptera	0	Lepidoptera
NZAC03013106	COI	Plot 6 	Subplot N 	Leaf Litter Collection 	Arachnida	Opiliones	Opiliones
NZAC03013134	COI	CM30c30 	Subplot L 	Leaf Litter Collection 	Diplopoda	Polydesmida	Polydesmida
NZAC03013178	COI	Plot 6 	Subplot N 	Leaf Litter Collection 	Diplopoda	Polydesmida	Polydesmida
NZAC03013183	COI	Plot 6 	Subplot N 	Leaf Litter Collection 	Diplopoda	Polydesmida	Polydesmida
NZAC03013185	COI	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013269	COI	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013294	COI	Plot 8 	Subplot O 	Leaf Litter Collection 	Gastropoda	(Gastropoda)	(Gastropoda)
NZAC03013349	COI	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013353	COI	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013374	COI	Plot 8 	Subplot O 	Leaf Litter Collection 	Isopoda	0	Isopoda
NZAC03013398	COI	Plot 8 	Subplot O 	Leaf Litter Collection 	Pseudoscorpiones	Pseudoscorpiones	Pseudoscorpiones
NZAC03013460	COI	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Empty vial	Polydesmida	Polydesmida
NZAC03013466	COI	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Orthoptera	Orthoptera	Orthoptera
NZAC03013477	COI	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Empty vial	Hemiptera	Hemiptera
NZAC03013484	COI	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Empty vial	0	Empty vial
NZAC03013487	COI	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Empty vial	Lepidoptera	Lepidoptera
NZAC03013490	COI	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Diplopoda	Polydesmida	Polydesmida
NZAC03013492	COI	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Hemiptera	Hemiptera	Hemiptera
NZAC03013497	COI	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	0	Coleoptera
NZAC03013506	COI	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Hymenoptera	Hymenoptera
NZAC03013508	COI	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Opiliones	Opiliones	Opiliones
NZAC03013517	COI	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Arthropoda	0	(Arthropoda)
NZAC03013523	COI	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Diptera	0	Diptera
NZAC03013537	COI	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Empty vial	Hemiptera	Hemiptera
NZAC03013538	COI	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Orthoptera	0	Orthoptera
NZAC03013542	COI	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Araneae	Araneae	Araneae
NZAC03013545	COI	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Insecta	Hemiptera	Hemiptera
NZAC03013548	COI	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Empty vial	Hemiptera	Hemiptera
NZAC03013549	COI	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	0	Coleoptera
NZAC03013587	COI	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Araneae	Araneae	Araneae
NZAC03013599	COI	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Arthropoda	Hemiptera	Hemiptera
NZAC03013601	COI	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Empty vial	Hemiptera	Hemiptera
NZAC03013604	COI	Plot 6 	Subplot E 	Invertebrate Pitfall Trap 	Hymenoptera	Hymenoptera	Hymenoptera
NZAC03013688	COI	Plot 6 	Subplot E 	Invertebrate Pitfall Trap 	Empty vial	Hymenoptera	Hymenoptera
NZAC03013713	COI	LB1 	Subplot E 	Leaf Litter Collection 	Hemiptera	Hemiptera	Hemiptera
NZAC03013732	COI	LB1 	Subplot E 	Leaf Litter Collection 	Lepidoptera	Lepidoptera	Lepidoptera
NZAC03013748	COI	LB1 	Subplot E 	Leaf Litter Collection 	Hemiptera	Hemiptera	Hemiptera
NZAC03013809	COI	LB1 	Subplot E 	Leaf Litter Collection 	Hemiptera	Hemiptera	Hemiptera
NZAC03013817	COI	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013880	COI	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013889	COI	LB1 	Subplot E 	Leaf Litter Collection 	Hemiptera	0	Hemiptera
NZAC03013896	COI	LB1 	Subplot E 	Leaf Litter Collection 	Diptera	0	Diptera
NZAC03013906	COI	LB1 	Subplot E 	Leaf Litter Collection 	Hemiptera	0	Hemiptera
NZAC03014107	COI	LB1 	Subplot E 	Leaf Litter Collection 	Hymenoptera	Hymenoptera	Hymenoptera
NZAC03014116	COI	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03014126	COI	LB1 	Subplot E 	Leaf Litter Collection 	Diptera	0	Diptera
NZAC03014139	COI	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03014198	COI	CM30c30 	Subplot L 	Leaf Litter Collection 	Isopoda	Isopoda	Isopoda
NZAC03014209	COI	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03014271	COI	CM30c30 	Subplot L 	Leaf Litter Collection 	Araneae	0	Araneae
NZAC03014273	COI	CM30c30 	Subplot L 	Leaf Litter Collection 	Isopoda	Isopoda	Isopoda
NZAC03014306	COI	CM30c30 	Subplot L 	Leaf Litter Collection 	Diplopoda	Polydesmida	Polydesmida
NZAC03014307	COI	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03014321	COI	CM30c30 	Subplot L 	Leaf Litter Collection 	Insecta	Lepidoptera	Lepidoptera
NZAC03014323	COI	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03014329	COI	CM30c30 	Subplot L 	Leaf Litter Collection 	Diplopoda	Polydesmida	Polydesmida
NZAC03014353	COI	LB1 	Subplot E 	Leaf Litter Collection 	Hymenoptera	Hymenoptera	Hymenoptera
NZAC03014358	COI	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03014360	COI	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03014430	COI	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03014443	COI	LB1 	Subplot E 	Leaf Litter Collection 	Lepidoptera	Lepidoptera	Lepidoptera
