NZAC	Plot	Method	LCA	LCA_rank	Gene	Phylum	Class	Order
NZAC03011591	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011592	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011596	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011597	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011598	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011600	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011601	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011603	Plot_5	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011605	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011607	Plot_6	Pitfall-Trap	Thysanoptera	order	28S and COI	Arthropoda	Insecta	Thysanoptera
NZAC03011608	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011609	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011611	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011616	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011618	Plot_3	Pitfall-Trap	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011620	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011622	Plot_3	Pitfall-Trap	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03011623	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011624	Plot_4	Pitfall-Trap	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03011625	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011627	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011631	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011632	Plot_6	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03011633	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011635	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011638	Plot_5	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03011640	Plot_3	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03011641	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011644	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011645	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011646	Plot_3	Pitfall-Trap	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011647	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011649	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011656	Plot_5	Pitfall-Trap	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011657	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011659	Plot_5	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03011660	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011661	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011662	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011665	Plot_5	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03011666	Plot_5	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03011669	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011670	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011672	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011685	Plot_6	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03011728	Plot_6	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011760	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011768	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011769	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011825	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011831	Plot_5	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03011832	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011845	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011848	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011854	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011855	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011858	Plot_5	Pitfall-Trap	Scaphidiinae	subfamily	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011860	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011862	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011868	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011869	Plot_6	Leaf-Litter	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011879	Plot_6	Leaf-Litter	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011885	Plot_6	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011890	Plot_6	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011903	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011922	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011930	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011933	Plot_5	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03011941	Plot_5	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03011944	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011945	Plot_5	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03011952	Plot_5	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03011976	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011978	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011981	Plot_6	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011983	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011987	Plot_6	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012016	Plot_6	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012021	Plot_5	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03012033	Plot_6	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012034	Plot_6	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012050	Plot_6	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012089	Plot_6	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012091	Plot_5	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012093	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012099	Plot_5	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03012100	Plot_6	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012106	Plot_6	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012115	Plot_6	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03012117	Plot_6	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012118	Plot_5	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012122	Plot_5	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012127	Plot_6	Leaf-Litter	Elateridae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012129	Plot_5	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03012131	Plot_6	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03012151	Plot_6	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012154	Plot_6	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03012158	Plot_6	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012164	Plot_6	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012171	Plot_6	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012194	Plot_4	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03012207	Plot_4	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012208	Plot_4	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012215	Plot_4	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03012220	Plot_4	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012223	Plot_4	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012224	Plot_4	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03012225	Plot_4	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012228	Plot_4	Leaf-Litter	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03012238	Plot_4	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012240	Plot_4	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012241	Plot_4	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03012244	Plot_4	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012246	Plot_4	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012253	Plot_4	Leaf-Litter	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03012254	Plot_4	Leaf-Litter	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03012260	Plot_4	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012270	Plot_4	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012271	Plot_8	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012274	Plot_4	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012277	Plot_4	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012280	Plot_4	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012286	Plot_4	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03012288	Plot_4	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012299	Plot_4	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012301	Plot_4	Leaf-Litter	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012310	Plot_4	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012312	Plot_4	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03012318	Plot_4	Leaf-Litter	Diplura	class	28S and COI	Arthropoda	Diplura	(Diplura)
NZAC03012319	Plot_4	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012321	Plot_4	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012330	Plot_8	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03012336	Plot_8	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012338	Plot_4	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03012341	Plot_8	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012344	Plot_8	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012349	Plot_4	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012353	Plot_4	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012358	Plot_4	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03012359	Plot_4	Leaf-Litter	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03012364	Plot_4	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012365	Plot_4	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012366	Plot_4	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012370	Plot_4	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03012374	Plot_4	Leaf-Litter	Siphonaptera	order	28S and COI	Arthropoda	Insecta	Siphonaptera
NZAC03012380	Plot_4	Leaf-Litter	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03012401	Plot_4	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012403	Plot_4	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012405	Plot_4	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012408	Plot_4	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012409	Plot_4	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012415	Plot_4	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012416	Plot_4	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012419	Plot_4	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012422	Plot_4	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012426	Plot_4	Leaf-Litter	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03012437	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012438	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012443	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012454	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012462	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012467	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012479	Plot_8	Leaf-Litter	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012487	Plot_5	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012504	Plot_5	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012509	Plot_5	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012513	Plot_5	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012519	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012532	Plot_5	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012536	Plot_5	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012555	Plot_5	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012564	Plot_5	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012589	Plot_5	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03012600	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012605	Plot_5	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012614	Plot_5	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012619	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012641	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012643	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012652	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012660	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012667	Plot_5	Leaf-Litter	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03012668	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012669	Plot_5	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012672	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012674	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012677	Plot_8	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012684	Plot_5	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012687	Plot_3	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03012690	Plot_3	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03012698	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012699	Plot_3	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012703	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012714	Plot_3	Leaf-Litter	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03012716	Plot_3	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03012717	Plot_3	Leaf-Litter	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03012719	Plot_3	Leaf-Litter	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03012723	Plot_3	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012725	Plot_3	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012727	Plot_3	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012729	Plot_3	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012733	Plot_3	Leaf-Litter	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03012734	Plot_3	Leaf-Litter	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03012736	Plot_3	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03012740	Plot_3	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012742	Plot_3	Leaf-Litter	Lithobiomorpha	order	28S and COI	Arthropoda	Chilopoda	Lithobiomorpha
NZAC03012744	Plot_3	Leaf-Litter	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03012745	Plot_3	Leaf-Litter	Symphyla	order	28S and COI	Arthropoda	(Myriapoda)	Symphyla
NZAC03012746	Plot_3	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012747	Plot_3	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012748	Plot_3	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012751	Plot_3	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012753	Plot_3	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012754	Plot_3	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012757	Plot_3	Leaf-Litter	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03012759	Plot_3	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012760	Plot_3	Leaf-Litter	Archaeognatha	order	28S and COI	Arthropoda	Insecta	Archaeognatha
NZAC03012763	Plot_3	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012765	Plot_3	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03012768	Plot_3	Leaf-Litter	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03012771	Plot_3	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03012772	Plot_3	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03012773	Plot_3	Leaf-Litter	Eumalacostraca	subclass	28S and COI	Arthropoda	Malacostraca	(Malacostraca)
NZAC03012774	Plot_3	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012776	Plot_3	Leaf-Litter	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03012778	Plot_3	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03012779	Plot_3	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012781	Plot_3	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03012783	Plot_3	Leaf-Litter	Symphyla	order	28S and COI	Arthropoda	(Myriapoda)	Symphyla
NZAC03012792	Plot_3	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012793	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012797	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012798	Plot_3	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012802	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012809	Plot_3	Leaf-Litter	Lithobiomorpha	order	28S and COI	Arthropoda	Chilopoda	Lithobiomorpha
NZAC03012813	Plot_3	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012817	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012823	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
